date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:42	121425/121425	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:00%20GMT	https://canvastemplate.com/index-corporate-3.html	canvastemplate.com/index-corporate-3.html	(from https://canvastemplate.com/index-classic.html)
10:15:42	107490/107490	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:03%20GMT	https://canvastemplate.com/index-corporate-4.html	canvastemplate.com/index-corporate-4.html	(from https://canvastemplate.com/index-classic.html)
10:15:44	118914/118914	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:59%20GMT	https://canvastemplate.com/index-portfolio.html	canvastemplate.com/index-portfolio.html	(from https://canvastemplate.com/index-classic.html)
10:15:45	110018/110018	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:50%20GMT	https://canvastemplate.com/index-portfolio-2.html	canvastemplate.com/index-portfolio-2.html	(from https://canvastemplate.com/index-classic.html)
10:15:46	35015/35015	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:54%20GMT	https://canvastemplate.com/index-portfolio-3.html	canvastemplate.com/index-portfolio-3.html	(from https://canvastemplate.com/index-classic.html)
10:15:47	118439/118439	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:55%20GMT	https://canvastemplate.com/index-portfolio-4.html	canvastemplate.com/index-portfolio-4.html	(from https://canvastemplate.com/index-classic.html)
10:15:47	28760/28760	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:51%20GMT	https://canvastemplate.com/index-blog.html	canvastemplate.com/index-blog.html	(from https://canvastemplate.com/index-classic.html)
10:15:49	41545/41545	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:47%20GMT	https://canvastemplate.com/index-blog-2.html	canvastemplate.com/index-blog-2.html	(from https://canvastemplate.com/index-classic.html)
10:15:49	29449/29449	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:48%20GMT	https://canvastemplate.com/index-blog-3.html	canvastemplate.com/index-blog-3.html	(from https://canvastemplate.com/index-classic.html)
10:15:51	71482/71482	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:09%20GMT	https://canvastemplate.com/index-shop.html	canvastemplate.com/index-shop.html	(from https://canvastemplate.com/index-classic.html)
10:15:51	48713/48713	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:05%20GMT	https://canvastemplate.com/index-shop-2.html	canvastemplate.com/index-shop-2.html	(from https://canvastemplate.com/index-classic.html)
10:15:53	129823/129823	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:31%20GMT	https://canvastemplate.com/index-magazine.html	canvastemplate.com/index-magazine.html	(from https://canvastemplate.com/index-classic.html)
10:15:54	144418/144418	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:26%20GMT	https://canvastemplate.com/index-magazine-2.html	canvastemplate.com/index-magazine-2.html	(from https://canvastemplate.com/index-classic.html)
10:15:55	134172/134172	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:30%20GMT	https://canvastemplate.com/index-magazine-3.html	canvastemplate.com/index-magazine-3.html	(from https://canvastemplate.com/index-classic.html)
10:15:55	33985/33985	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:35%20GMT	https://canvastemplate.com/landing.html	canvastemplate.com/landing.html	(from https://canvastemplate.com/index-classic.html)
10:15:57	34701/34701	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:28%20GMT	https://canvastemplate.com/landing-2.html	canvastemplate.com/landing-2.html	(from https://canvastemplate.com/index-classic.html)
10:15:57	33913/33913	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:26%20GMT	https://canvastemplate.com/landing-3.html	canvastemplate.com/landing-3.html	(from https://canvastemplate.com/index-classic.html)
10:15:58	35639/35639	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:30%20GMT	https://canvastemplate.com/landing-4.html	canvastemplate.com/landing-4.html	(from https://canvastemplate.com/index-classic.html)
10:15:59	36499/36499	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:33%20GMT	https://canvastemplate.com/landing-5.html	canvastemplate.com/landing-5.html	(from https://canvastemplate.com/index-classic.html)
10:16:01	86786/86786	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:18%20GMT	https://canvastemplate.com/index-fullscreen-image.html	canvastemplate.com/index-fullscreen-image.html	(from https://canvastemplate.com/index-classic.html)
10:16:01	88982/88982	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:22%20GMT	https://canvastemplate.com/index-fullscreen-slider.html	canvastemplate.com/index-fullscreen-slider.html	(from https://canvastemplate.com/index-classic.html)
10:16:02	87104/87104	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:21%20GMT	https://canvastemplate.com/index-fullscreen-video.html	canvastemplate.com/index-fullscreen-video.html	(from https://canvastemplate.com/index-classic.html)
10:16:04	63668/63668	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:46%20GMT	https://canvastemplate.com/index-onepage.html	canvastemplate.com/index-onepage.html	(from https://canvastemplate.com/index-classic.html)
10:16:05	144305/144305	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:36%20GMT	https://canvastemplate.com/index-onepage-2.html	canvastemplate.com/index-onepage-2.html	(from https://canvastemplate.com/index-classic.html)
10:16:06	120823/120823	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:41%20GMT	https://canvastemplate.com/index-onepage-3.html	canvastemplate.com/index-onepage-3.html	(from https://canvastemplate.com/index-classic.html)
10:16:06	15612/15612	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:13%20GMT	https://canvastemplate.com/index-wedding.html	canvastemplate.com/index-wedding.html	(from https://canvastemplate.com/index-classic.html)
10:16:07	38810/38810	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:10:00%20GMT	https://canvastemplate.com/index-restaurant.html	canvastemplate.com/index-restaurant.html	(from https://canvastemplate.com/index-classic.html)
10:16:08	113077/113077	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:13%20GMT	https://canvastemplate.com/index-events.html	canvastemplate.com/index-events.html	(from https://canvastemplate.com/index-classic.html)
10:16:10	99795/99795	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:09:49%20GMT	https://canvastemplate.com/index-parallax.html	canvastemplate.com/index-parallax.html	(from https://canvastemplate.com/index-classic.html)
10:16:11	102654/102654	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:44%20GMT	https://canvastemplate.com/index-app-showcase.html	canvastemplate.com/index-app-showcase.html	(from https://canvastemplate.com/index-classic.html)
10:16:12	132677/132677	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:52%20GMT	https://canvastemplate.com/index-boxed.html	canvastemplate.com/index-boxed.html	(from https://canvastemplate.com/index-classic.html)
10:16:13	117910/117910	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:13%20GMT	https://canvastemplate.com/slider-revolution.html	canvastemplate.com/slider-revolution.html	(from https://canvastemplate.com/index-classic.html)
10:16:14	163189/163189	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:49:43%20GMT	https://canvastemplate.com/rs-demos.html	canvastemplate.com/rs-demos.html	(from https://canvastemplate.com/index-classic.html)
10:16:14	114214/114214	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:08%20GMT	https://canvastemplate.com/slider-revolution-fullwidth.html	canvastemplate.com/slider-revolution-fullwidth.html	(from https://canvastemplate.com/index-classic.html)
10:16:16	110287/110287	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:11%20GMT	https://canvastemplate.com/slider-revolution-kenburns.html	canvastemplate.com/slider-revolution-kenburns.html	(from https://canvastemplate.com/index-classic.html)
10:16:17	115131/115131	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:11%20GMT	https://canvastemplate.com/slider-revolution-html5-videos.html	canvastemplate.com/slider-revolution-html5-videos.html	(from https://canvastemplate.com/index-classic.html)
10:16:17	98928/98928	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:59%20GMT	https://canvastemplate.com/slider-canvas.html	canvastemplate.com/slider-canvas.html	(from https://canvastemplate.com/index-classic.html)
10:16:19	100048/100048	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:52%20GMT	https://canvastemplate.com/slider-canvas-fade.html	canvastemplate.com/slider-canvas-fade.html	(from https://canvastemplate.com/index-classic.html)
10:16:20	100212/100212	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:51%20GMT	https://canvastemplate.com/slider-canvas-autoplay.html	canvastemplate.com/slider-canvas-autoplay.html	(from https://canvastemplate.com/index-classic.html)
10:16:21	101210/101210	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:57%20GMT	https://canvastemplate.com/slider-canvas-video-event.html	canvastemplate.com/slider-canvas-video-event.html	(from https://canvastemplate.com/index-classic.html)
10:16:22	100176/100176	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:54%20GMT	https://canvastemplate.com/slider-canvas-pagination.html	canvastemplate.com/slider-canvas-pagination.html	(from https://canvastemplate.com/index-classic.html)
10:16:22	110706/110706	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:47%20GMT	https://canvastemplate.com/slider-canvas-3.html	canvastemplate.com/slider-canvas-3.html	(from https://canvastemplate.com/index-classic.html)
10:16:23	110801/110801	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:49%20GMT	https://canvastemplate.com/slider-canvas-4.html	canvastemplate.com/slider-canvas-4.html	(from https://canvastemplate.com/index-classic.html)
10:16:25	110801/110801	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:50:49%20GMT	https://canvastemplate.com/slider-canvas-5.html	canvastemplate.com/slider-canvas-5.html	(from https://canvastemplate.com/index-classic.html)
10:16:25	99810/99810	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:02%20GMT	https://canvastemplate.com/slider-flex.html	canvastemplate.com/slider-flex.html	(from https://canvastemplate.com/index-classic.html)
10:16:27	99897/99897	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:02%20GMT	https://canvastemplate.com/slider-flex-thumbs.html	canvastemplate.com/slider-flex-thumbs.html	(from https://canvastemplate.com/index-classic.html)
10:16:28	97948/97948	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:07%20GMT	https://canvastemplate.com/slider-owl.html	canvastemplate.com/slider-owl.html	(from https://canvastemplate.com/index-classic.html)
10:16:29	98091/98091	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:04%20GMT	https://canvastemplate.com/slider-owl-full.html	canvastemplate.com/slider-owl-full.html	(from https://canvastemplate.com/index-classic.html)
10:16:29	98885/98885	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:05%20GMT	https://canvastemplate.com/slider-owl-videos.html	canvastemplate.com/slider-owl-videos.html	(from https://canvastemplate.com/index-classic.html)
10:16:31	98453/98453	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:24%20GMT	https://canvastemplate.com/static-parallax.html	canvastemplate.com/static-parallax.html	(from https://canvastemplate.com/index-classic.html)
10:16:32	97918/97918	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:22%20GMT	https://canvastemplate.com/static-image.html	canvastemplate.com/static-image.html	(from https://canvastemplate.com/index-classic.html)
10:16:33	105225/105225	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:26%20GMT	https://canvastemplate.com/static-thumbs-grid.html	canvastemplate.com/static-thumbs-grid.html	(from https://canvastemplate.com/index-classic.html)
10:16:34	98175/98175	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:21%20GMT	https://canvastemplate.com/static-html5-video.html	canvastemplate.com/static-html5-video.html	(from https://canvastemplate.com/index-classic.html)
10:16:34	97943/97943	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:20%20GMT	https://canvastemplate.com/static-embed-video.html	canvastemplate.com/static-embed-video.html	(from https://canvastemplate.com/index-classic.html)
10:16:35	19323/19323	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:01%20GMT	https://canvastemplate.com/header-saas.html	canvastemplate.com/header-saas.html	(from https://canvastemplate.com/index-classic.html)
10:16:37	18187/18187	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:37%20GMT	https://canvastemplate.com/header-ecommerce-minimal.html	canvastemplate.com/header-ecommerce-minimal.html	(from https://canvastemplate.com/index-classic.html)
10:16:37	16012/16012	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:37%20GMT	https://canvastemplate.com/header-directory.html	canvastemplate.com/header-directory.html	(from https://canvastemplate.com/index-classic.html)
10:16:38	20506/20506	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:42%20GMT	https://canvastemplate.com/header-floating-semi-transparent.html	canvastemplate.com/header-floating-semi-transparent.html	(from https://canvastemplate.com/index-classic.html)
10:16:40	102868/102868	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:46%20GMT	https://canvastemplate.com/header-floating-with-topbar.html	canvastemplate.com/header-floating-with-topbar.html	(from https://canvastemplate.com/index-classic.html)
10:16:40	63463/63463	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:44%20GMT	https://canvastemplate.com/header-floating-small.html	canvastemplate.com/header-floating-small.html	(from https://canvastemplate.com/index-classic.html)
10:16:41	8034/8034	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:49%20GMT	https://canvastemplate.com/header-offcanvas-overlay.html	canvastemplate.com/header-offcanvas-overlay.html	(from https://canvastemplate.com/index-classic.html)
10:16:43	80486/80486	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:47%20GMT	https://canvastemplate.com/header-full-menu.html	canvastemplate.com/header-full-menu.html	(from https://canvastemplate.com/index-classic.html)
10:16:44	82572/82572	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:27:46%20GMT	https://canvastemplate.com/header-full-border.html	canvastemplate.com/header-full-border.html	(from https://canvastemplate.com/index-classic.html)
10:16:45	94517/94517	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:21%20GMT	https://canvastemplate.com/header-sticky-on-scrollup.html	canvastemplate.com/header-sticky-on-scrollup.html	(from https://canvastemplate.com/index-classic.html)
10:16:46	100026/100026	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:52%20GMT	https://canvastemplate.com/header-light.html	canvastemplate.com/header-light.html	(from https://canvastemplate.com/index-classic.html)
10:16:46	100045/100045	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:33%20GMT	https://canvastemplate.com/header-dark.html	canvastemplate.com/header-dark.html	(from https://canvastemplate.com/index-classic.html)
10:16:48	100055/100055	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:21%20GMT	https://canvastemplate.com/header-transparent.html	canvastemplate.com/header-transparent.html	(from https://canvastemplate.com/index-classic.html)
10:16:49	100082/100082	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:05%20GMT	https://canvastemplate.com/header-semi-transparent.html	canvastemplate.com/header-semi-transparent.html	(from https://canvastemplate.com/index-classic.html)
10:16:50	100092/100092	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:03%20GMT	https://canvastemplate.com/header-semi-transparent-dark.html	canvastemplate.com/header-semi-transparent-dark.html	(from https://canvastemplate.com/index-classic.html)
10:16:51	30545/30545	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:12%20GMT	https://canvastemplate.com/header-side-left.html	canvastemplate.com/header-side-left.html	(from https://canvastemplate.com/index-classic.html)
10:16:52	30710/30710	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:09%20GMT	https://canvastemplate.com/header-side-left-open.html	canvastemplate.com/header-side-left-open.html	(from https://canvastemplate.com/index-classic.html)
10:16:52	30745/30745	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:07%20GMT	https://canvastemplate.com/header-side-left-open-push.html	canvastemplate.com/header-side-left-open-push.html	(from https://canvastemplate.com/index-classic.html)
10:16:53	30550/30550	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:16%20GMT	https://canvastemplate.com/header-side-right.html	canvastemplate.com/header-side-right.html	(from https://canvastemplate.com/index-classic.html)
10:16:55	30729/30729	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:15%20GMT	https://canvastemplate.com/header-side-right-open.html	canvastemplate.com/header-side-right-open.html	(from https://canvastemplate.com/index-classic.html)
10:16:56	30761/30761	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:08:13%20GMT	https://canvastemplate.com/header-side-right-open-push.html	canvastemplate.com/header-side-right-open-push.html	(from https://canvastemplate.com/index-classic.html)
10:16:56	100069/100069	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:07:49%20GMT	https://canvastemplate.com/header-floating.html	canvastemplate.com/header-floating.html	(from https://canvastemplate.com/index-classic.html)
10:16:58	100055/100055	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:25%20GMT	https://canvastemplate.com/static-sticky.html	canvastemplate.com/static-sticky.html	(from https://canvastemplate.com/index-classic.html)
10:16:58	97621/97621	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:46:04%20GMT	https://canvastemplate.com/responsive-sticky.html	canvastemplate.com/responsive-sticky.html	(from https://canvastemplate.com/index-classic.html)
10:17:00	98117/98117	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:04%20GMT	https://canvastemplate.com/logo-changer.html	canvastemplate.com/logo-changer.html	(from https://canvastemplate.com/index-classic.html)
10:17:00	98588/98588	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2014:06:43%20GMT	https://canvastemplate.com/alternate-mobile-menu.html	canvastemplate.com/alternate-mobile-menu.html	(from https://canvastemplate.com/index-classic.html)
10:17:01	97693/97693	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:25%20GMT	https://canvastemplate.com/menu-2.html	canvastemplate.com/menu-2.html	(from https://canvastemplate.com/index-classic.html)
10:17:03	97714/97714	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:30%20GMT	https://canvastemplate.com/menu-3.html	canvastemplate.com/menu-3.html	(from https://canvastemplate.com/index-classic.html)
10:17:04	97714/97714	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:31%20GMT	https://canvastemplate.com/menu-4.html	canvastemplate.com/menu-4.html	(from https://canvastemplate.com/index-classic.html)
10:17:05	97877/97877	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:35%20GMT	https://canvastemplate.com/menu-5.html	canvastemplate.com/menu-5.html	(from https://canvastemplate.com/index-classic.html)
10:17:06	92159/92159	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:17%20GMT	https://canvastemplate.com/split-menu.html	canvastemplate.com/split-menu.html	(from https://canvastemplate.com/index-classic.html)
10:17:06	92227/92227	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2018:51:16%20GMT	https://canvastemplate.com/split-menu-2.html	canvastemplate.com/split-menu-2.html	(from https://canvastemplate.com/index-classic.html)
10:17:08	36945/36945	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:24%20GMT	https://canvastemplate.com/menu-10.html	canvastemplate.com/menu-10.html	(from https://canvastemplate.com/index-classic.html)
10:17:08	81953/81953	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:46%20GMT	https://canvastemplate.com/menu-dropdowns-blur.html	canvastemplate.com/menu-dropdowns-blur.html	(from https://canvastemplate.com/index-classic.html)
10:17:09	81806/81806	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:46%20GMT	https://canvastemplate.com/menu-dropdowns-colors.html	canvastemplate.com/menu-dropdowns-colors.html	(from https://canvastemplate.com/index-classic.html)
10:17:11	31611/31611	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:47%20GMT	https://canvastemplate.com/menu-dropdowns-dark.html	canvastemplate.com/menu-dropdowns-dark.html	(from https://canvastemplate.com/index-classic.html)
10:17:11	81132/81132	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:47%20GMT	https://canvastemplate.com/menu-dropdowns-flat.html	canvastemplate.com/menu-dropdowns-flat.html	(from https://canvastemplate.com/index-classic.html)
10:17:12	20818/20818	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:48%20GMT	https://canvastemplate.com/menu-dropdowns-fullwidth.html	canvastemplate.com/menu-dropdowns-fullwidth.html	(from https://canvastemplate.com/index-classic.html)
10:17:13	80268/80268	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:48%20GMT	https://canvastemplate.com/menu-dropdowns-other-arrows.html	canvastemplate.com/menu-dropdowns-other-arrows.html	(from https://canvastemplate.com/index-classic.html)
10:17:15	81871/81871	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:49%20GMT	https://canvastemplate.com/menu-dropdowns-rounded.html	canvastemplate.com/menu-dropdowns-rounded.html	(from https://canvastemplate.com/index-classic.html)
10:17:15	81285/81285	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2010:28:49%20GMT	https://canvastemplate.com/menu-dropdowns-shadow.html	canvastemplate.com/menu-dropdowns-shadow.html	(from https://canvastemplate.com/index-classic.html)
10:17:16	101245/101245	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:35%20GMT	https://canvastemplate.com/menu-6.html	canvastemplate.com/menu-6.html	(from https://canvastemplate.com/index-classic.html)
10:17:18	84150/84150	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:12:00%20GMT	https://canvastemplate.com/menu-subtitle.html	canvastemplate.com/menu-subtitle.html	(from https://canvastemplate.com/index-classic.html)
10:17:18	101974/101974	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2015:11:44%20GMT	https://canvastemplate.com/menu-7.html	canvastemplate.com/menu-7.html	(from https://canvastemplate.com/index-classic.html)
